,index,name,inchikey,formula,ionization,precursormz,rank
1393,1393,(water loss)ophthalmic acid,JCMUOFQHZLPHQP-BQBZGAKWSA-N,C20H41N3O5Si3,[M+H]+,488.24109,1
1394,1394,(water loss)alpha-santonin,XJHDMGJURBVLLE-BOCCBSBMSA-N,C18H24O2Si1,[M+H]+,301.1395,no correct formula
1395,1395,piperidone,XUWHAWMETYGRKB-UHFFFAOYSA-N,C8H17N1O1Si1,[M+H]+,172.11499,0
1396,1396,piperidone,XUWHAWMETYGRKB-UHFFFAOYSA-N,C5H9N1O1,[M+H]+,100.07566,0
1397,1397,(water loss)Î´-Gluconolactone,PHOQVHQSTUBQQK-SQOUGZDYSA-N,C9H16O5Si1,[M+H]+,233.13072,no correct formula
1398,1398,(water loss)ophthalmic acid,JCMUOFQHZLPHQP-BQBZGAKWSA-N,C20H41N3O5Si3,[M+H]+,488.24149,5
1399,1399,(water loss)ophthalmic acid,JCMUOFQHZLPHQP-BQBZGAKWSA-N,C23H49N3O5Si4,[M+H]+,560.2796,no correct formula
1400,1400,(water loss)ophthalmic acid,JCMUOFQHZLPHQP-BQBZGAKWSA-N,C20H41N3O5Si3,[M+H]+,488.24109,1
1401,1401,(water loss)alpha-santonin,XJHDMGJURBVLLE-BOCCBSBMSA-N,C18H24O2Si1,[M+H]+,301.1395,no correct formula
1402,1402,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H7N1O3S1,[M+H]+,174.07591,no correct formula
1403,1403,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H7N1O3S1,[M-H]+,172.15115,nan
1404,1404,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H7N1O3S1,[M]+,173.1543,no correct formula
1405,1405,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H7N1O3S1,[M-H]+,172.15092,nan
1406,1406,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C9H15N1O3S1Si1,[M-H]+,244.21545,no correct formula
1407,1407,(water loss)aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H5N1O2S1,[M+H]+,156.13899,no correct formula
1408,1408,(water loss)aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C9H13N1O2S1Si1,[M+H]+,228.06497,no correct formula
1409,1409,(water loss)aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H5N1O2S1,[M]+,155.11717,no correct formula
1410,1410,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C9H15N1O3S1Si1,[M]+,245.101,no correct formula
1411,1411,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C12H23N1O3S1Si2,[M-H]+,316.21655,no correct formula
1412,1412,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H7N1O3S1,[M+H]+,174.07591,no correct formula
1413,1413,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H7N1O3S1,[M-H]+,172.15115,nan
1414,1414,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H7N1O3S1,[M]+,173.1543,no correct formula
1415,1415,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H7N1O3S1,[M-H]+,172.15092,nan
1416,1416,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C9H15N1O3S1Si1,[M-H]+,244.21545,no correct formula
1417,1417,(water loss)aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H5N1O2S1,[M+H]+,156.13899,no correct formula
1418,1418,(water loss)aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C9H13N1O2S1Si1,[M+H]+,228.06497,no correct formula
1419,1419,(water loss)aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H5N1O2S1,[M]+,155.11717,no correct formula
1420,1420,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C9H15N1O3S1Si1,[M]+,245.101,no correct formula
1421,1421,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C12H23N1O3S1Si2,[M-H]+,316.21655,no correct formula
1422,1422,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H7N1O3S1,[M+H]+,174.07591,no correct formula
1423,1423,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H7N1O3S1,[M-H]+,172.15115,nan
1424,1424,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H7N1O3S1,[M]+,173.1543,no correct formula
1425,1425,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H7N1O3S1,[M-H]+,172.15092,nan
1426,1426,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C9H15N1O3S1Si1,[M-H]+,244.21545,no correct formula
1427,1427,(water loss)aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H5N1O2S1,[M+H]+,156.13899,no correct formula
1428,1428,(water loss)aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C9H13N1O2S1Si1,[M+H]+,228.06497,no correct formula
1429,1429,(water loss)aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C6H5N1O2S1,[M]+,155.11717,no correct formula
1430,1430,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C9H15N1O3S1Si1,[M]+,245.101,no correct formula
1431,1431,aniline-o-sulfonic acid,ZMCHBSMFKQYNKA-UHFFFAOYSA-N,C12H23N1O3S1Si2,[M-H]+,316.21655,no correct formula
1432,1432,Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C6H13N3O3,[M+H]+,176.09177,no correct formula
1433,1433,(water loss)Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C6H11N3O2,[M+H]+,158.13559,no correct formula
1434,1434,(water loss)Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C9H19N3O2Si1,[M]+,229.0728,no correct formula
1435,1435,(water loss)Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C6H11N3O2,[M+H]+,158.13592,no correct formula
1436,1436,(water loss)Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C9H19N3O2Si1,[M+H]+,230.07974,no correct formula
1437,1437,Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C6H13N3O3,[M+H]+,176.09177,no correct formula
1438,1438,(water loss)Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C6H11N3O2,[M+H]+,158.13559,no correct formula
1439,1439,(water loss)Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C9H19N3O2Si1,[M]+,229.0728,no correct formula
1440,1440,(water loss)Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C6H11N3O2,[M+H]+,158.13592,no correct formula
1441,1441,(water loss)Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C9H19N3O2Si1,[M+H]+,230.07974,no correct formula
1442,1442,Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C6H13N3O3,[M+H]+,176.09177,no correct formula
1443,1443,(water loss)Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C6H11N3O2,[M+H]+,158.13559,no correct formula
1444,1444,(water loss)Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C9H19N3O2Si1,[M]+,229.0728,no correct formula
1445,1445,(water loss)Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C6H11N3O2,[M+H]+,158.13592,no correct formula
1446,1446,(water loss)Canavanine,ZMXDCSXZDFHSEH-YFKPBYRVSA-N,C9H19N3O2Si1,[M+H]+,230.07974,no correct formula
1447,1447,carnitine,PHIQHXFUZVPYII-UHFFFAOYSA-N,C8H18N2O3,[M-H]+,189.09256,no correct formula
1448,1448,(water loss)carnitine,PHIQHXFUZVPYII-UHFFFAOYSA-N,C11H24N2O2Si1,[M+H]+,245.13376,no correct formula
1449,1449,carnitine,PHIQHXFUZVPYII-UHFFFAOYSA-N,C8H18N2O3,[M-H]+,189.09256,no correct formula
1450,1450,(water loss)carnitine,PHIQHXFUZVPYII-UHFFFAOYSA-N,C11H24N2O2Si1,[M+H]+,245.13376,no correct formula
1451,1451,carnitine,PHIQHXFUZVPYII-UHFFFAOYSA-N,C8H18N2O3,[M-H]+,189.09256,no correct formula
1452,1452,(water loss)carnitine,PHIQHXFUZVPYII-UHFFFAOYSA-N,C11H24N2O2Si1,[M+H]+,245.13376,no correct formula
1453,1453,(water loss)3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C9H10N2O2,[M-H]+,177.0728,no correct formula
1454,1454,(water loss)Dihydrosphingosine,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,C18H37N1O1,[M+H]+,285.14004,no correct formula
1455,1455,3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C12H20N2O3Si1,[M+H]+,269.086,no correct formula
1456,1456,3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C15H28N2O3Si2,[M+H]+,341.16986,0
1457,1457,3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C18H36N2O3Si3,[M+H]+,413.20819,0
1458,1458,3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C21H44N2O3Si4,[M+H]+,485.24582,no correct formula
1459,1459,(water loss)3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C9H10N2O2,[M-H]+,177.0728,no correct formula
1460,1460,(water loss)Dihydrosphingosine,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,C18H37N1O1,[M+H]+,285.14004,no correct formula
1461,1461,3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C12H20N2O3Si1,[M+H]+,269.086,no correct formula
1462,1462,3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C15H28N2O3Si2,[M+H]+,341.16986,0
1463,1463,3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C18H36N2O3Si3,[M+H]+,413.20819,0
1464,1464,3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C21H44N2O3Si4,[M+H]+,485.24582,no correct formula
1465,1465,(water loss)3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C9H10N2O2,[M-H]+,177.0728,no correct formula
1466,1466,(water loss)Dihydrosphingosine,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,C18H37N1O1,[M+H]+,285.14004,no correct formula
1467,1467,3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C12H20N2O3Si1,[M+H]+,269.086,no correct formula
1468,1468,3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C15H28N2O3Si2,[M+H]+,341.16986,0
1469,1469,3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C18H36N2O3Si3,[M+H]+,413.20819,0
1470,1470,3-Amino-L-Tyrosine,POGSZHUEECCEAP-ZETCQYMHSA-N,C21H44N2O3Si4,[M+H]+,485.24582,no correct formula
1471,1471,3-aminopropionitrile,AGSPXMVUFBBBMO-UHFFFAOYSA-N,C3H6N2,[M-H]+,0.0,no correct formula
1472,1472,3-aminopropionitrile,AGSPXMVUFBBBMO-UHFFFAOYSA-N,C3H6N2,[M-H]+,69.06975,no correct formula
1473,1473,3-aminopropionitrile,AGSPXMVUFBBBMO-UHFFFAOYSA-N,C3H6N2,[M-H]+,69.06975,no correct formula
1474,1474,4-Acetamidobutyric Acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C13H30N2O3Si2,[M+H]+,319.23605,no correct formula
1475,1475,N-acetyl-L-cysteine,PWKSKIMOESPYIA-BYPYZUCNSA-N,C6H12N2O3S1,[M-H]+,191.09193,no correct formula
1476,1476,4-Acetamidobutyric Acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C13H30N2O3Si2,[M+H]+,319.23605,no correct formula
1477,1477,N-acetyl-L-cysteine,PWKSKIMOESPYIA-BYPYZUCNSA-N,C6H12N2O3S1,[M-H]+,191.09193,no correct formula
1478,1478,4-Acetamidobutyric Acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C13H30N2O3Si2,[M+H]+,319.23605,no correct formula
1479,1479,N-acetyl-L-cysteine,PWKSKIMOESPYIA-BYPYZUCNSA-N,C6H12N2O3S1,[M-H]+,191.09193,no correct formula
1480,1480,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C8H5N1O1,[M-H]+,130.10431,nan
1481,1481,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M-H]+,202.15854,no correct formula
1482,1482,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M+H]+,204.14049,no correct formula
1483,1483,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M+H]+,204.14047,no correct formula
1484,1484,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M+H]+,204.14073,no correct formula
1485,1485,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M+H]+,204.12355,no correct formula
1486,1486,4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C14H23N1O2Si2,[M]+,293.12494,1
1487,1487,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M-H]+,202.07201,no correct formula
1488,1488,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C8H5N1O1,[M-H]+,130.10431,nan
1489,1489,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M-H]+,202.15854,no correct formula
1490,1490,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M+H]+,204.14049,no correct formula
1491,1491,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M+H]+,204.14047,no correct formula
1492,1492,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M+H]+,204.14073,no correct formula
1493,1493,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M+H]+,204.12355,no correct formula
1494,1494,4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C14H23N1O2Si2,[M]+,293.12494,1
1495,1495,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M-H]+,202.07201,no correct formula
1496,1496,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C8H5N1O1,[M-H]+,130.10431,nan
1497,1497,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M-H]+,202.15854,no correct formula
1498,1498,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M+H]+,204.14049,no correct formula
1499,1499,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M+H]+,204.14047,no correct formula
1500,1500,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M+H]+,204.14073,no correct formula
1501,1501,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M+H]+,204.12355,no correct formula
1502,1502,4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C14H23N1O2Si2,[M]+,293.12494,1
1503,1503,(water loss)4-Hydroxymandelonitrile,HOOOPXDSCKBLFG-UHFFFAOYSA-N,C11H13N1O1Si1,[M-H]+,202.07201,no correct formula
1504,1504,Albendazole,HXHWSAZORRCQMX-UHFFFAOYSA-N,C16H26N4O2S1Si1,[M+H]+,367.08429,no correct formula
1505,1505,Albendazole,HXHWSAZORRCQMX-UHFFFAOYSA-N,C16H26N4O2S1Si1,[M+H]+,367.08429,no correct formula
1506,1506,Albendazole,HXHWSAZORRCQMX-UHFFFAOYSA-N,C16H26N4O2S1Si1,[M+H]+,367.08429,no correct formula
